Id,Score
2475,4.0
2497,5.0
2503,5.0
2510,5.0
2515,5.0
2526,4.0
2536,4.0
2537,5.0
2538,4.0
2545,3.0
2548,1.0
2558,4.0
2567,4.0
2569,4.0
2583,4.0
2584,5.0
2596,4.0
2599,4.0
2606,5.0
2608,4.0
2609,3.0
2611,5.0
2612,3.0
2613,1.0
2619,4.0
2623,4.0
2632,5.0
2649,5.0
2662,4.0
2667,5.0
2676,4.0
2688,5.0
2690,3.0
2692,5.0
2698,4.0
2701,4.0
2702,4.0
2711,5.0
2718,4.0
2730,5.0
2739,4.0
2742,4.0
2743,5.0
2746,5.0
2749,5.0
2763,3.0
2772,4.0
2773,3.0
2774,5.0
2776,4.0
2780,1.0
2785,5.0
2787,5.0
2796,5.0
2803,5.0
2805,4.0
2808,4.0
2809,4.0
2820,4.0
2822,5.0
2823,5.0
2824,5.0
2833,5.0
2836,4.0
2841,5.0
2842,5.0
2851,3.0
2858,4.0
2860,5.0
2861,4.0
2865,4.0
2868,5.0
2875,5.0
2876,4.0
2882,5.0
2892,5.0
2899,5.0
2904,4.0
2911,4.0
2930,3.0
2937,5.0
2940,4.0
2958,5.0
2960,5.0
2968,5.0
2975,5.0
2984,5.0
2985,5.0
2987,5.0
2991,4.0
2993,5.0
2994,4.0
2995,4.0
2996,4.0
3000,5.0
3001,4.0
3003,4.0
3008,5.0
3029,5.0
3035,5.0
3040,5.0
3041,3.0
3042,4.0
3061,5.0
3062,4.0
3063,4.0
3068,4.0
3069,1.0
3086,4.0
3088,5.0
3090,5.0
3092,5.0
3102,5.0
3103,4.0
3105,4.0
3114,3.0
3115,4.0
3116,5.0
3120,5.0
3121,4.0
3140,5.0
3143,4.0
3146,1.0
3147,4.0
3150,5.0
3153,5.0
3160,5.0
3179,4.0
3182,5.0
3193,5.0
3196,5.0
3201,4.0
3203,5.0
3204,4.0
3232,5.0
3240,5.0
3242,4.0
3243,5.0
3249,4.0
3261,5.0
3265,5.0
3277,5.0
3281,5.0
3302,4.0
3318,5.0
3320,1.0
3327,5.0
3328,5.0
3340,5.0
3342,5.0
3348,5.0
3353,3.0
3358,5.0
3360,4.0
3364,5.0
3369,5.0
3372,4.0
3384,5.0
3385,4.0
3387,5.0
3399,5.0
3400,5.0
3406,4.0
3408,5.0
3410,5.0
3412,5.0
3422,5.0
3427,3.0
3429,5.0
3432,5.0
3439,4.0
3455,5.0
3465,4.0
3474,5.0
3477,5.0
3481,4.0
3487,5.0
3489,4.0
3494,5.0
3500,5.0
3501,5.0
3514,4.0
3515,4.0
3516,2.0
3526,1.0
3528,5.0
3529,5.0
3537,4.0
3540,5.0
3545,5.0
3556,4.0
3557,5.0
3559,5.0
3564,5.0
3573,5.0
3576,5.0
3578,1.0
3591,4.0
3596,3.0
3598,4.0
3599,4.0
3609,4.0
3613,4.0
3641,4.0
3644,4.0
3659,5.0
3660,3.0
3666,1.0
3667,4.0
3671,5.0
3672,5.0
3673,5.0
3675,5.0
3699,5.0
3700,4.0
3703,5.0
3711,5.0
3722,5.0
3726,5.0
3728,5.0
3746,4.0
3748,4.0
3759,3.0
3773,5.0
3780,4.0
3794,4.0
3799,5.0
3828,5.0
3834,5.0
3836,5.0
3846,5.0
3853,4.0
3854,5.0
3869,5.0
3874,4.0
3885,5.0
3900,4.0
3902,5.0
3903,4.0
3908,4.0
3909,4.0
3913,4.0
3939,4.0
3940,5.0
3945,5.0
3950,5.0
3968,4.0
3981,5.0
3982,5.0
3992,4.0
3999,4.0
4008,5.0
4011,4.0
4039,5.0
4053,4.0
4055,4.0
4072,4.0
4074,4.0
4080,4.0
4081,4.0
4082,4.0
4083,4.0
4087,1.0
4091,1.0
4094,5.0
4099,5.0
4112,4.0
4116,5.0
4126,4.0
4127,5.0
4134,4.0
4137,5.0
4138,4.0
4147,4.0
4150,5.0
4158,5.0
4161,4.0
4162,4.0
4163,5.0
4174,5.0
4192,4.0
4195,4.0
4198,5.0
4204,3.0
4205,5.0
4208,5.0
4215,5.0
4216,5.0
4217,5.0
4218,5.0
4223,4.0
4224,4.0
4240,5.0
4248,1.0
4252,5.0
4255,5.0
4257,3.0
4285,4.0
4288,5.0
4293,5.0
4308,5.0
4309,5.0
4311,5.0
4313,5.0
4319,5.0
4335,5.0
4349,4.0
4354,5.0
4356,5.0
4357,5.0
4361,5.0
4367,4.0
4368,5.0
4376,5.0
4377,4.0
4385,4.0
4387,5.0
4388,1.0
4391,5.0
4394,4.0
4395,5.0
4418,5.0
4423,4.0
4428,5.0
4434,5.0
4435,5.0
4439,4.0
4449,4.0
4450,5.0
4456,5.0
4457,5.0
4460,5.0
4473,4.0
4479,5.0
4485,5.0
4486,5.0
4493,5.0
4495,5.0
4496,4.0
4498,5.0
4499,5.0
4508,4.0
4520,5.0
4521,4.0
4524,5.0
4532,4.0
4536,5.0
4538,5.0
4545,5.0
4552,4.0
4565,5.0
4567,5.0
4577,4.0
4579,5.0
4582,5.0
4590,5.0
4595,4.0
4614,4.0
4616,1.0
4617,4.0
4619,4.0
4626,4.0
4633,4.0
4637,3.0
4647,5.0
4654,4.0
4663,5.0
4669,5.0
4674,4.0
4676,5.0
4694,5.0
4695,5.0
4712,4.0
4720,1.0
4732,5.0
4742,4.0
4743,4.0
4747,4.0
4758,4.0
4763,5.0
4788,4.0
4796,5.0
4797,5.0
4805,4.0
4812,5.0
4815,4.0
4818,4.0
4825,4.0
4828,1.0
4832,5.0
4833,5.0
4842,4.0
4847,4.0
4852,4.0
4857,5.0
4864,4.0
4868,4.0
4889,4.0
4890,4.0
4897,5.0
4902,4.0
4908,5.0
4909,5.0
4919,5.0
4931,5.0
4933,5.0
4935,5.0
4948,3.0
4950,4.0
4963,4.0
4970,5.0
4972,5.0
4975,5.0
4982,5.0
4989,4.0
4995,5.0
4997,5.0
5007,4.0
5015,5.0
5016,5.0
5032,4.0
5034,5.0
5038,5.0
5039,5.0
5041,4.0
5044,3.0
5045,4.0
5056,4.0
5063,5.0
5075,5.0
5078,5.0
5082,5.0
5083,4.0
5103,4.0
5109,1.0
5112,5.0
5115,5.0
5117,5.0
5121,5.0
5133,5.0
5137,4.0
5139,3.0
5140,5.0
5149,4.0
5156,4.0
5159,4.0
5162,4.0
5174,5.0
5175,4.0
5182,5.0
5183,5.0
5189,4.0
5191,4.0
5199,5.0
5208,4.0
5212,4.0
5216,4.0
5221,5.0
5242,4.0
5251,4.0
5255,3.0
5257,4.0
5262,4.0
5273,1.0
5295,4.0
5297,4.0
5299,4.0
5309,4.0
5312,5.0
5315,4.0
5324,3.0
5325,5.0
5336,3.0
5338,4.0
5343,5.0
5344,1.0
5347,4.0
5351,5.0
5353,1.0
5360,4.0
5361,5.0
5362,5.0
5364,5.0
5368,5.0
5370,3.0
5379,3.0
5381,5.0
5384,5.0
5387,5.0
5400,4.0
5413,4.0
5420,4.0
5422,5.0
5433,5.0
5437,5.0
5440,4.0
5447,3.0
5448,5.0
5454,3.0
5484,5.0
5489,4.0
5490,5.0
5500,5.0
5505,1.0
5514,5.0
5517,4.0
5518,2.0
5535,5.0
5536,5.0
5561,4.0
5563,5.0
5581,5.0
5583,4.0
5586,4.0
5591,5.0
5601,4.0
5602,5.0
5604,4.0
5625,4.0
5626,4.0
5631,5.0
5645,5.0
5646,5.0
5649,1.0
5657,4.0
5659,5.0
5660,5.0
5665,4.0
5666,5.0
5675,4.0
5677,4.0
5678,5.0
5684,4.0
5689,4.0
5692,5.0
5694,5.0
5696,4.0
5701,5.0
5703,5.0
5708,5.0
5717,5.0
5719,5.0
5722,4.0
5730,5.0
5733,5.0
5735,3.0
5739,5.0
5744,3.0
5745,5.0
5748,5.0
5752,4.0
5756,4.0
5759,4.0
5761,5.0
5762,5.0
5763,5.0
5765,1.0
5766,5.0
5767,4.0
5772,5.0
5777,4.0
5778,5.0
5783,4.0
5784,5.0
5794,3.0
5799,1.0
5813,4.0
5817,4.0
5838,4.0
5840,5.0
5846,4.0
5851,5.0
5852,4.0
5854,5.0
5859,4.0
5861,4.0
5864,5.0
5874,4.0
5879,5.0
5888,1.0
5889,5.0
5895,4.0
5900,4.0
5901,5.0
5925,5.0
5928,4.0
5930,5.0
5934,3.0
5944,5.0
5950,5.0
5974,5.0
5978,5.0
5980,5.0
5985,5.0
5986,4.0
5992,5.0
5999,5.0
6014,5.0
6016,4.0
6026,5.0
6033,4.0
6043,5.0
6044,4.0
6048,4.0
6065,4.0
6068,4.0
6084,5.0
6087,3.0
6099,4.0
6106,5.0
6107,5.0
6122,4.0
6137,5.0
6147,5.0
6160,5.0
6161,5.0
6164,5.0
6169,5.0
6175,5.0
6179,4.0
6183,5.0
6202,4.0
6209,3.0
6224,4.0
6226,4.0
6227,3.0
6228,5.0
6230,4.0
6240,4.0
6247,5.0
6253,5.0
6262,4.0
6271,5.0
6272,5.0
6274,5.0
6275,4.0
6287,5.0
6294,3.0
6295,4.0
6313,4.0
6316,5.0
6329,4.0
6339,4.0
6340,4.0
6344,5.0
6346,5.0
6347,4.0
6350,4.0
6358,4.0
6369,5.0
6370,4.0
6375,5.0
6380,4.0
6382,4.0
6389,5.0
6390,5.0
6392,5.0
6393,5.0
6401,4.0
6409,4.0
6410,4.0
6413,4.0
6421,4.0
6431,5.0
6464,5.0
6471,4.0
6475,4.0
6476,5.0
6481,4.0
6493,4.0
6504,5.0
6505,5.0
6506,5.0
6510,4.0
6515,3.0
6519,5.0
6523,5.0
6524,5.0
6525,4.0
6536,5.0
6538,4.0
6543,5.0
6546,4.0
6547,4.0
6548,4.0
6550,4.0
6553,4.0
6560,5.0
6563,5.0
6564,4.0
6565,5.0
6566,5.0
6570,5.0
6572,5.0
6573,4.0
6582,5.0
6591,5.0
6597,4.0
6598,4.0
6599,4.0
6610,5.0
6612,4.0
6623,5.0
6639,5.0
6640,3.0
6642,4.0
6646,5.0
6655,5.0
6657,4.0
6665,4.0
6668,4.0
6675,5.0
6679,4.0
6680,4.0
6683,4.0
6689,4.0
6692,4.0
6699,4.0
6700,3.0
6704,4.0
6710,5.0
6713,5.0
6717,5.0
6719,4.0
6723,4.0
6725,5.0
6728,5.0
6744,5.0
6745,5.0
6749,5.0
6758,1.0
6762,5.0
6776,4.0
6779,5.0
6780,4.0
6783,4.0
6789,4.0
6805,5.0
6815,5.0
6823,4.0
6836,4.0
6845,3.0
6851,3.0
6871,4.0
6875,5.0
6880,3.0
6883,5.0
6889,4.0
6890,4.0
6896,5.0
6902,5.0
6909,4.0
6910,1.0
6912,5.0
6913,5.0
6914,5.0
6915,5.0
6916,5.0
6917,3.0
6925,5.0
6936,4.0
6953,4.0
6959,4.0
6965,5.0
6974,5.0
6982,4.0
6983,5.0
6987,4.0
7001,5.0
7005,4.0
7020,4.0
7023,5.0
7029,4.0
7035,5.0
7037,5.0
7044,5.0
7046,4.0
7051,3.0
7062,4.0
7064,5.0
7068,4.0
7074,5.0
7083,5.0
7088,4.0
7090,4.0
7099,4.0
7101,5.0
7103,5.0
7112,4.0
7117,5.0
7126,4.0
7130,5.0
7138,4.0
7146,4.0
7147,5.0
7153,5.0
7154,5.0
7156,5.0
7163,5.0
7168,4.0
7169,5.0
7171,1.0
7175,5.0
7188,5.0
7189,5.0
7196,5.0
7202,4.0
7205,5.0
7206,5.0
7208,5.0
7220,5.0
7222,5.0
7232,5.0
7236,4.0
7241,5.0
7254,1.0
7259,4.0
7263,4.0
7268,4.0
7272,5.0
7275,4.0
7293,4.0
7295,5.0
7300,5.0
7305,5.0
7309,4.0
7323,4.0
7334,4.0
7339,5.0
7342,5.0
7349,5.0
7355,5.0
7358,3.0
7362,4.0
7375,4.0
7382,4.0
7388,4.0
7393,4.0
7397,5.0
7401,4.0
7403,4.0
7409,5.0
7412,4.0
7413,5.0
7414,4.0
7418,4.0
7420,4.0
7424,5.0
7429,3.0
7432,4.0
7451,4.0
7454,5.0
7455,3.0
7459,5.0
7460,5.0
7462,5.0
7468,5.0
7480,4.0
7485,4.0
7492,5.0
7499,5.0
7507,5.0
7510,5.0
7524,4.0
7529,5.0
7533,4.0
7538,1.0
7544,5.0
7546,4.0
7547,5.0
7556,4.0
7560,4.0
7562,5.0
7564,3.0
7582,5.0
7592,4.0
7598,4.0
7601,5.0
7611,5.0
7625,5.0
7627,4.0
7632,4.0
7635,4.0
7641,5.0
7653,4.0
7654,5.0
7658,4.0
7659,5.0
7661,5.0
7671,5.0
7692,5.0
7697,5.0
7702,5.0
7711,4.0
7715,4.0
7736,5.0
7739,4.0
7741,3.0
7748,3.0
7758,4.0
7761,3.0
7766,3.0
7767,4.0
7768,5.0
7769,4.0
7771,5.0
7774,5.0
7783,5.0
7795,4.0
7796,4.0
7797,4.0
7801,4.0
7805,5.0
7806,4.0
7814,4.0
7823,4.0
7838,3.0
7850,4.0
7856,4.0
7857,5.0
7870,5.0
7876,5.0
7891,4.0
7900,4.0
7914,5.0
7919,4.0
7928,2.0
7930,4.0
7936,5.0
7937,5.0
7959,4.0
7964,4.0
7972,3.0
7983,5.0
7985,4.0
8010,4.0
8017,5.0
8020,3.0
8022,5.0
8026,4.0
8036,4.0
8040,5.0
8041,4.0
8048,5.0
8049,4.0
8051,1.0
8056,5.0
8058,5.0
8060,4.0
8062,4.0
8067,4.0
8076,5.0
8090,5.0
8092,5.0
8097,5.0
8099,4.0
8102,5.0
8113,5.0
8125,4.0
8139,5.0
8146,4.0
8149,3.0
8160,5.0
8170,5.0
8175,3.0
8186,5.0
8199,5.0
8209,4.0
8211,4.0
8215,4.0
8225,4.0
8227,4.0
8230,5.0
8232,4.0
8235,4.0
8247,5.0
8253,1.0
8255,5.0
8258,4.0
8260,3.0
8264,5.0
8267,4.0
8274,2.0
8286,5.0
8287,4.0
8288,3.0
8290,4.0
8310,5.0
8319,4.0
8325,4.0
8326,4.0
8341,4.0
8349,5.0
8350,5.0
8357,4.0
8365,5.0
8367,4.0
8369,4.0
8373,5.0
8376,5.0
8392,4.0
8393,3.0
8395,4.0
8397,5.0
8407,4.0
8413,4.0
8416,4.0
8420,4.0
8421,4.0
8433,4.0
8434,5.0
8435,5.0
8447,2.0
8451,5.0
8462,4.0
8463,4.0
8464,5.0
8466,5.0
8470,5.0
8474,4.0
8478,5.0
8488,4.0
8489,5.0
8490,4.0
8494,5.0
8509,5.0
8529,5.0
8543,5.0
8549,3.0
8551,4.0
8559,5.0
8574,5.0
8577,5.0
8579,5.0
8580,4.0
8587,3.0
8594,5.0
8598,4.0
8599,5.0
8603,5.0
8604,5.0
8607,4.0
8609,5.0
8611,5.0
8632,5.0
8635,4.0
8641,4.0
8649,4.0
8656,5.0
8660,5.0
8666,4.0
8673,4.0
8674,5.0
8684,5.0
8686,5.0
8689,5.0
8696,5.0
8707,5.0
8715,4.0
8719,5.0
8724,4.0
8731,4.0
8732,5.0
8735,5.0
8736,3.0
8741,4.0
8742,5.0
8749,4.0
8751,5.0
8759,5.0
8760,4.0
8763,1.0
8766,5.0
8769,4.0
8771,5.0
8774,4.0
8783,5.0
8787,5.0
8791,5.0
8796,4.0
8808,4.0
8850,3.0
8851,4.0
8862,4.0
8863,4.0
8868,5.0
8875,5.0
8878,5.0
8893,5.0
8904,4.0
8925,5.0
8928,5.0
8939,5.0
8949,4.0
8966,4.0
8969,5.0
8970,4.0
8972,5.0
8974,5.0
8978,5.0
8990,4.0
8995,4.0
8997,5.0
9006,5.0
9011,5.0
9013,5.0
9023,4.0
9033,5.0
9045,4.0
9046,5.0
9063,5.0
9065,5.0
9074,4.0
9081,4.0
9086,4.0
9091,5.0
9096,3.0
9098,4.0
9100,4.0
9104,5.0
9107,5.0
9116,5.0
9124,5.0
9127,4.0
9131,4.0
9132,4.0
9134,3.0
9136,5.0
9137,4.0
9138,5.0
9146,4.0
9153,5.0
9169,5.0
9181,4.0
9186,4.0
9188,4.0
9196,5.0
9200,4.0
9204,5.0
9213,4.0
9214,5.0
9215,5.0
9220,5.0
9221,4.0
9224,5.0
9226,4.0
9229,5.0
9253,5.0
9255,5.0
9258,5.0
9267,5.0
9276,3.0
9277,4.0
9279,5.0
9280,3.0
9282,4.0
9286,4.0
9296,5.0
9300,5.0
9301,5.0
9318,5.0
9321,5.0
9354,3.0
9361,5.0
9371,5.0
9380,4.0
9383,4.0
9387,5.0
9403,4.0
9412,4.0
9413,5.0
9425,5.0
9426,5.0
9428,5.0
9434,4.0
9439,3.0
9447,5.0
9449,4.0
9455,4.0
9456,4.0
9457,5.0
9462,4.0
9480,5.0
9488,5.0
9500,4.0
9501,5.0
9515,4.0
9523,4.0
9524,4.0
9538,4.0
9543,5.0
9548,5.0
9560,1.0
9574,3.0
9588,5.0
9591,4.0
9592,5.0
9596,4.0
9607,4.0
9608,4.0
9610,3.0
9611,4.0
9620,5.0
9636,4.0
9638,5.0
9641,5.0
9645,5.0
9647,5.0
9659,4.0
9661,4.0
9671,4.0
9672,5.0
9675,4.0
9690,5.0
9694,4.0
9695,5.0
9703,4.0
9707,4.0
9708,5.0
9711,5.0
9712,4.0
9730,5.0
9731,4.0
9737,4.0
9741,5.0
9750,5.0
9751,4.0
9752,5.0
9756,5.0
9758,5.0
9761,5.0
9767,4.0
9772,4.0
9784,5.0
9786,4.0
9790,4.0
9794,4.0
9813,5.0
9818,5.0
9819,5.0
9822,5.0
9824,5.0
9828,4.0
9837,5.0
9840,5.0
9853,5.0
9858,5.0
9878,4.0
9882,5.0
9889,4.0
9890,4.0
9893,4.0
9897,4.0
9899,5.0
9908,5.0
9916,4.0
9918,3.0
9920,4.0
9923,5.0
9925,5.0
9930,4.0
9936,5.0
9943,4.0
9945,5.0
9950,4.0
9956,3.0
9966,5.0
9970,5.0
9972,5.0
9976,5.0
9982,5.0
9992,5.0
9995,4.0
9996,5.0
9998,4.0
10002,5.0
10003,4.0
10008,5.0
10012,4.0
10022,5.0
10027,4.0
10032,5.0
10034,5.0
10035,4.0
10037,4.0
10040,4.0
10041,4.0
10044,4.0
10047,4.0
10049,5.0
10055,4.0
10058,5.0
10063,4.0
10072,3.0
10078,2.0
10081,5.0
10086,5.0
10088,4.0
10091,5.0
10093,4.0
10095,5.0
10097,4.0
10105,4.0
10107,3.0
10111,5.0
10112,5.0
10117,5.0
10129,5.0
10132,4.0
10141,5.0
10152,5.0
10154,4.0
10155,5.0
10159,4.0
10161,5.0
10162,5.0
10180,4.0
10193,4.0
10195,5.0
10196,4.0
10197,5.0
10204,5.0
10209,5.0
10218,4.0
10222,4.0
10225,4.0
10227,4.0
10228,5.0
10241,4.0
10244,5.0
10254,5.0
10256,5.0
10257,5.0
10265,4.0
10268,5.0
10271,4.0
10284,5.0
10285,5.0
10300,4.0
10320,4.0
10326,5.0
10327,5.0
10338,5.0
10344,1.0
10345,3.0
10351,4.0
10353,5.0
10356,5.0
10372,4.0
10374,4.0
10375,4.0
10378,4.0
10393,5.0
10394,4.0
10402,3.0
10403,3.0
10405,4.0
10414,4.0
10420,4.0
10426,4.0
10427,4.0
10428,4.0
10429,5.0
10430,4.0
10432,4.0
10444,5.0
10445,4.0
10454,4.0
10458,5.0
10462,4.0
10463,5.0
10464,5.0
10472,5.0
10479,4.0
10487,4.0
10488,3.0
10492,4.0
10493,5.0
10494,4.0
10499,4.0
10500,3.0
10511,4.0
10513,5.0
10516,5.0
10525,5.0
10527,4.0
10541,4.0
10543,4.0
10547,4.0
10548,5.0
10554,4.0
10556,1.0
10562,5.0
10571,4.0
10592,5.0
10593,4.0
10594,4.0
10623,4.0
10629,4.0
10630,4.0
10645,5.0
10649,5.0
10650,4.0
10652,4.0
10656,4.0
10660,5.0
10665,3.0
10671,5.0
10690,5.0
10691,5.0
10692,4.0
10699,5.0
10700,5.0
10706,4.0
10707,3.0
10723,4.0
10725,5.0
10729,4.0
10734,4.0
10737,5.0
10744,5.0
10747,5.0
10751,5.0
10752,5.0
10753,5.0
10755,3.0
10759,5.0
10760,5.0
10763,5.0
10767,5.0
10771,5.0
10777,4.0
10782,5.0
10787,4.0
10788,5.0
10809,4.0
10812,5.0
10814,3.0
10819,5.0
10821,4.0
10831,5.0
10833,4.0
10836,3.0
10837,4.0
10842,4.0
10844,4.0
10862,4.0
10870,4.0
10872,4.0
10873,5.0
10879,5.0
10880,4.0
10897,5.0
10909,4.0
10910,4.0
10919,4.0
10926,5.0
10928,5.0
10929,5.0
10934,5.0
10935,5.0
10936,5.0
10946,5.0
10956,4.0
10963,4.0
10970,5.0
10972,4.0
10985,5.0
10992,4.0
10994,3.0
10996,5.0
10998,4.0
11011,4.0
11013,5.0
11017,4.0
11019,3.0
11027,5.0
11031,5.0
11033,5.0
11041,5.0
11042,5.0
11043,4.0
11047,4.0
11048,3.0
11052,4.0
11055,5.0
11058,4.0
11066,4.0
11067,4.0
11070,5.0
11081,5.0
11094,4.0
11099,4.0
11100,5.0
11112,4.0
11113,5.0
11129,5.0
11136,4.0
11146,4.0
11156,5.0
11159,3.0
11160,4.0
11171,4.0
11172,4.0
11179,4.0
11180,5.0
11188,4.0
11189,3.0
11190,5.0
11195,4.0
11212,3.0
11217,4.0
11218,5.0
11238,4.0
11241,4.0
11246,4.0
11269,5.0
11270,5.0
11277,4.0
11281,5.0
11290,4.0
11293,5.0
11296,5.0
11299,4.0
11310,5.0
11322,4.0
11333,5.0
11334,5.0
11341,4.0
11344,5.0
11349,5.0
11356,3.0
11362,3.0
11363,3.0
11371,5.0
11377,4.0
11380,5.0
11382,5.0
11387,5.0
11401,4.0
11409,5.0
11413,3.0
11416,4.0
11419,3.0
11422,5.0
11426,5.0
11428,5.0
11431,5.0
11440,5.0
11441,5.0
11456,5.0
11461,5.0
11463,5.0
11464,5.0
11469,4.0
11474,5.0
11490,5.0
11496,5.0
11506,5.0
11513,5.0
11522,5.0
11539,4.0
11544,4.0
11545,5.0
11548,3.0
11558,5.0
11563,4.0
11564,4.0
11569,5.0
11585,4.0
11596,4.0
11603,5.0
11617,5.0
11619,3.0
11620,5.0
11621,4.0
11628,5.0
11629,4.0
11635,4.0
11638,5.0
11647,5.0
11648,4.0
11653,3.0
11664,5.0
11671,5.0
11680,5.0
11683,5.0
11689,5.0
11692,4.0
11695,5.0
11696,4.0
11705,4.0
11722,5.0
11752,5.0
